song_id,audio_path,has_ann
800,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/800.mp3,True
68,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/68.mp3,True
1364,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1364.mp3,True
1402,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1402.mp3,True
196,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/196.mp3,True
182,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/182.mp3,True
1416,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1416.mp3,True
1370,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1370.mp3,True
169,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/169.mp3,True
83,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/83.mp3,True
155,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/155.mp3,True
1628,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1628.mp3,True
1600,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1600.mp3,True
1166,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1166.mp3,True
1172,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1172.mp3,True
1614,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1614.mp3,True
380,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/380.mp3,True
1827,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1827.mp3,True
1199,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1199.mp3,True
419,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/419.mp3,True
1833,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1833.mp3,True
357,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/357.mp3,True
431,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/431.mp3,True
425,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/425.mp3,True
343,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/343.mp3,True
1990,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1990.mp3,True
1748,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1748.mp3,True
1984,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1984.mp3,True
1774,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1774.mp3,True
586,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/586.mp3,True
1012,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1012.mp3,True
1006,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1006.mp3,True
592,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/592.mp3,True
1760,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1760.mp3,True
1953,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1953.mp3,True
579,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/579.mp3,True
1947,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1947.mp3,True
223,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/223.mp3,True
551,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/551.mp3,True
237,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/237.mp3,True
960,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/960.mp3,True
2043,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/2043.mp3,True
2057,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/2057.mp3,True
974,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/974.mp3,True
1238,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1238.mp3,True
1210,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1210.mp3,True
784,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/784.mp3,True
1576,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1576.mp3,True
1562,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1562.mp3,True
790,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/790.mp3,True
1204,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1204.mp3,True
1589,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1589.mp3,True
747,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/747.mp3,True
745,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/745.mp3,True
989,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/989.mp3,True
779,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/779.mp3,True
1574,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1574.mp3,True
1212,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1212.mp3,True
1206,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1206.mp3,True
1560,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1560.mp3,True
2041,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/2041.mp3,True
1548,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1548.mp3,True
962,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/962.mp3,True
976,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/976.mp3,True
2055,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/2055.mp3,True
547,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/547.mp3,True
221,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/221.mp3,True
1979,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1979.mp3,True
235,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/235.mp3,True
1951,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1951.mp3,True
1789,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1789.mp3,True
1945,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1945.mp3,True
209,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/209.mp3,True
1010,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1010.mp3,True
584,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/584.mp3,True
1776,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1776.mp3,True
1762,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1762.mp3,True
1004,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1004.mp3,True
1992,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1992.mp3,True
1986,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1986.mp3,True
1038,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1038.mp3,True
355,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/355.mp3,True
1819,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1819.mp3,True
341,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/341.mp3,True
427,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/427.mp3,True
369,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/369.mp3,True
1825,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1825.mp3,True
1831,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1831.mp3,True
1164,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1164.mp3,True
1602,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1602.mp3,True
1616,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1616.mp3,True
1170,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1170.mp3,True
1158,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1158.mp3,True
157,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/157.mp3,True
631,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/631.mp3,True
625,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/625.mp3,True
143,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/143.mp3,True
1399,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1399.mp3,True
95,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/95.mp3,True
81,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/81.mp3,True
194,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/194.mp3,True
1400,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1400.mp3,True
1366,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1366.mp3,True
1372,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1372.mp3,True
1414,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1414.mp3,True
180,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/180.mp3,True
4,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/4.mp3,True
56,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/56.mp3,True
42,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/42.mp3,True
1428,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1428.mp3,True
43,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/43.mp3,True
1429,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1429.mp3,True
5,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/5.mp3,True
1373,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1373.mp3,True
181,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/181.mp3,True
1415,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1415.mp3,True
1401,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1401.mp3,True
195,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/195.mp3,True
1367,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1367.mp3,True
80,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/80.mp3,True
1398,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1398.mp3,True
142,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/142.mp3,True
156,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/156.mp3,True
1159,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1159.mp3,True
1617,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1617.mp3,True
383,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/383.mp3,True
1171,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1171.mp3,True
1165,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1165.mp3,True
397,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/397.mp3,True
1603,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1603.mp3,True
1830,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1830.mp3,True
1824,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1824.mp3,True
368,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/368.mp3,True
340,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/340.mp3,True
426,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/426.mp3,True
432,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/432.mp3,True
1818,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1818.mp3,True
354,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/354.mp3,True
1987,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1987.mp3,True
1039,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1039.mp3,True
1993,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1993.mp3,True
1763,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1763.mp3,True
1005,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1005.mp3,True
591,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/591.mp3,True
585,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/585.mp3,True
1011,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1011.mp3,True
1777,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1777.mp3,True
208,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/208.mp3,True
1944,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1944.mp3,True
1788,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1788.mp3,True
1950,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1950.mp3,True
234,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/234.mp3,True
1978,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1978.mp3,True
220,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/220.mp3,True
977,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/977.mp3,True
2054,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/2054.mp3,True
1549,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1549.mp3,True
2040,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/2040.mp3,True
1207,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1207.mp3,True
1561,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1561.mp3,True
1575,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1575.mp3,True
1213,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1213.mp3,True
787,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/787.mp3,True
750,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/750.mp3,True
988,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/988.mp3,True
744,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/744.mp3,True
740,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/740.mp3,True
967,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/967.mp3,True
2044,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/2044.mp3,True
1559,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1559.mp3,True
2050,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/2050.mp3,True
973,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/973.mp3,True
1217,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1217.mp3,True
1571,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1571.mp3,True
1565,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1565.mp3,True
1203,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1203.mp3,True
797,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/797.mp3,True
1954,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1954.mp3,True
218,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/218.mp3,True
1940,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1940.mp3,True
1798,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1798.mp3,True
1968,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1968.mp3,True
224,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/224.mp3,True
556,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/556.mp3,True
1997,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1997.mp3,True
1029,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1029.mp3,True
1983,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1983.mp3,True
1773,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1773.mp3,True
1015,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1015.mp3,True
581,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/581.mp3,True
1001,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1001.mp3,True
1767,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1767.mp3,True
1820,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1820.mp3,True
378,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/378.mp3,True
1834,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1834.mp3,True
350,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/350.mp3,True
436,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/436.mp3,True
422,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/422.mp3,True
344,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/344.mp3,True
1808,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1808.mp3,True
1149,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1149.mp3,True
1607,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1607.mp3,True
393,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/393.mp3,True
1161,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1161.mp3,True
1175,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1175.mp3,True
387,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/387.mp3,True
1613,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1613.mp3,True
90,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/90.mp3,True
608,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/608.mp3,True
84,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/84.mp3,True
1388,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/1388.mp3,True
634,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/634.mp3,True
152,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/152.mp3,True
146,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/146.mp3,True
620,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/620.mp3,True
813,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/813.mp3,True
53,/Users/adamdabkowski/PycharmProjects/WIMU-Z4/data/DEAM/audio/53.mp3,True
